Time,UserID,User full name,Affected user,Event context,Component,Event name,Description
"14/12/20, 07:48",10,anonfirstname8 anonlastname8,anonfirstname8 anonlastname8,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '10' viewed the overview report in the gradebook.
"14/12/20, 07:48",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,Feedback,Course module instance list viewed,The user with id '10' viewed the instance list for the module 'feedback' in the course with id '6'.
"14/12/20, 07:48",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '10' viewed the course with id '6'.
"14/12/20, 07:48",10,anonfirstname8 anonlastname8,anonfirstname8 anonlastname8,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '10' viewed the overview report in the gradebook.
"14/12/20, 07:48",10,anonfirstname8 anonlastname8,anonfirstname8 anonlastname8,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '10' viewed the overview report in the gradebook.
"14/12/20, 07:48",10,anonfirstname8 anonlastname8,anonfirstname8 anonlastname8,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '10' viewed the overview report in the gradebook.
"14/12/20, 07:47",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '10' viewed the course with id '6'.
"14/12/20, 07:47",10,anonfirstname8 anonlastname8,-,Forum: Announcements,Forum,Discussion viewed,The user with id '10' has viewed the discussion with id '22' in the forum with course module id '97'.
"14/12/20, 07:47",10,anonfirstname8 anonlastname8,-,Forum: Announcements,Forum,Course module viewed,The user with id '10' viewed the 'forum' activity with course module id '97'.
"14/12/20, 07:47",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '10' viewed the course with id '6'.
"14/12/20, 07:47",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,Feedback,Course module instance list viewed,The user with id '10' viewed the instance list for the module 'feedback' in the course with id '6'.
"14/12/20, 07:47",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '10' viewed the course with id '6'.
"14/12/20, 07:47",10,anonfirstname8 anonlastname8,anonfirstname8 anonlastname8,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '10' viewed the overview report in the gradebook.
"14/12/20, 07:46",10,anonfirstname8 anonlastname8,anonfirstname8 anonlastname8,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '10' viewed the user report in the gradebook.
"14/12/20, 07:46",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,Feedback,Course module instance list viewed,The user with id '10' viewed the instance list for the module 'feedback' in the course with id '6'.
"14/12/20, 07:45",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '10' viewed the course with id '6'.
"14/12/20, 06:25",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Course: Introduction to Learning Analytics 2020/2021,System,Course user report viewed,The user with id '62' viewed the user report for the course with id '6' for user with id '62'.
"14/12/20, 06:24",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Weekly Mini Quiz,Quiz,Quiz attempt reviewed,The user with id '62' has had their attempt with id '166' reviewed by the user with id '62' for the quiz with course module id '193'.
"14/12/20, 06:24",62,anonfirstname60 anonlastname60,-,Quiz: Weekly Mini Quiz,Quiz,Course module viewed,The user with id '62' viewed the 'quiz' activity with course module id '193'.
"14/12/20, 06:23",62,anonfirstname60 anonlastname60,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '62' viewed the course with id '6'.
"14/12/20, 06:23",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '62' viewed the feedback for the user with id '62' for the assignment with course module id '194'.
"14/12/20, 06:23",62,anonfirstname60 anonlastname60,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '62' has viewed the submission status page for the assignment with course module id '194'.
"14/12/20, 06:21",62,anonfirstname60 anonlastname60,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '62' viewed the course with id '6'.
"14/12/20, 03:36",33,anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '33' viewed the feedback for the user with id '33' for the assignment with course module id '194'.
"14/12/20, 03:36",33,anonfirstname31 anonlastname31,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '33' has viewed the submission status page for the assignment with course module id '194'.
"14/12/20, 03:36",33,anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '33' viewed the user report in the gradebook.
"14/12/20, 02:12",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '66' viewed the overview report in the gradebook.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '66' viewed the user report in the gradebook.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '66' viewed the feedback for the user with id '66' for the assignment with course module id '194'.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '66' has viewed the submission status page for the assignment with course module id '194'.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '66' viewed the feedback for the user with id '66' for the assignment with course module id '136'.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '66' has viewed the submission status page for the assignment with course module id '136'.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Assignment: Assignment 1: Working with data,Assignment,Feedback viewed,The user with id '66' viewed the feedback for the user with id '66' for the assignment with course module id '119'.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,-,Assignment: Assignment 1: Working with data,Assignment,The status of the submission has been viewed.,The user with id '66' has viewed the submission status page for the assignment with course module id '119'.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,-,Course: Introduction to Learning Analytics 2020/2021,Assignment,Course module instance list viewed,The user with id '66' viewed the instance list for the module 'assign' in the course with id '6'.
"14/12/20, 02:11",66,anonfirstname64 anonlastname64,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '66' viewed the course with id '6'.
"14/12/20, 01:59",33,anonfirstname31 anonlastname31,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '33' viewed the course with id '6'.
"14/12/20, 01:59",33,anonfirstname31 anonlastname31,-,Assignment: Assignment 4: Revise and Resubmit,Assignment,The status of the submission has been viewed.,The user with id '33' has viewed the submission status page for the assignment with course module id '204'.
"14/12/20, 01:57",33,anonfirstname31 anonlastname31,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '33' viewed the course with id '6'.
"14/12/20, 01:56",33,anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '33' viewed the feedback for the user with id '33' for the assignment with course module id '136'.
"14/12/20, 01:56",33,anonfirstname31 anonlastname31,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '33' has viewed the submission status page for the assignment with course module id '136'.
"14/12/20, 01:56",33,anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Assignment: Assignment 1: Working with data,Assignment,Feedback viewed,The user with id '33' viewed the feedback for the user with id '33' for the assignment with course module id '119'.
"14/12/20, 01:56",33,anonfirstname31 anonlastname31,-,Assignment: Assignment 1: Working with data,Assignment,The status of the submission has been viewed.,The user with id '33' has viewed the submission status page for the assignment with course module id '119'.
"14/12/20, 01:52",33,anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '33' viewed the user report in the gradebook.
"14/12/20, 01:52",33,anonfirstname31 anonlastname31,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '33' viewed the course with id '6'.
"14/12/20, 01:51",33,anonfirstname31 anonlastname31,-,Forum: Announcements,Forum,Discussion viewed,The user with id '33' has viewed the discussion with id '22' in the forum with course module id '97'.
"14/12/20, 01:51",33,anonfirstname31 anonlastname31,-,Forum: Announcements,Forum,Course module viewed,The user with id '33' viewed the 'forum' activity with course module id '97'.
"14/12/20, 01:51",33,anonfirstname31 anonlastname31,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '33' viewed the course with id '6'.
"14/12/20, 01:23",64,anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '64' viewed the user report in the gradebook.
"14/12/20, 01:22",64,anonfirstname62 anonlastname62,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '64' viewed the course with id '6'.
"14/12/20, 00:56",69,anonfirstname67 anonlastname67,anonfirstname67 anonlastname67,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '69' viewed the user report in the gradebook.
"14/12/20, 00:56",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"14/12/20, 00:52",64,anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Quiz: Weekly Mini Quiz,Quiz,Quiz attempt summary viewed,The user with id '64' has viewed the summary for the attempt with id '167' belonging to the user with id '64' for the quiz with course module id '193'.
"14/12/20, 00:47",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"14/12/20, 00:47",50,anonfirstname48 anonlastname48,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '50' viewed the page with id '33' for the wiki with course module id '145'.
"14/12/20, 00:46",50,anonfirstname48 anonlastname48,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '50' viewed the 'wiki' activity with course module id '145'.
"14/12/20, 00:46",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '50' viewed the user report in the gradebook.
"14/12/20, 00:46",69,anonfirstname67 anonlastname67,anonfirstname67 anonlastname67,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '69' viewed the user report in the gradebook.
"14/12/20, 00:46",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,Wiki,Course module instance list viewed,The user with id '50' viewed the instance list for the module 'wiki' in the course with id '6'.
"14/12/20, 00:46",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"14/12/20, 00:46",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"14/12/20, 00:46",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '50' viewed the user report in the gradebook.
"14/12/20, 00:46",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"14/12/20, 00:45",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '50' viewed the user report in the gradebook.
"14/12/20, 00:45",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Quiz: Super-Short Quiz for revisiting Week 2 (0.125 out of 2 bonus points),Quiz,Quiz attempt reviewed,The user with id '50' has had their attempt with id '67' reviewed by the user with id '50' for the quiz with course module id '112'.
"14/12/20, 00:45",50,anonfirstname48 anonlastname48,-,Quiz: Super-Short Quiz for revisiting Week 2 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '50' viewed the 'quiz' activity with course module id '112'.
"14/12/20, 00:45",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,Quiz,Course module instance list viewed,The user with id '50' viewed the instance list for the module 'quiz' in the course with id '6'.
"14/12/20, 00:44",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"14/12/20, 00:44",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '50' viewed the feedback for the user with id '50' for the assignment with course module id '194'.
"14/12/20, 00:44",50,anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '50' has viewed the submission status page for the assignment with course module id '194'.
"14/12/20, 00:44",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"14/12/20, 00:43",50,anonfirstname48 anonlastname48,-,Forum: Announcements,Forum,Discussion viewed,The user with id '50' has viewed the discussion with id '22' in the forum with course module id '97'.
"14/12/20, 00:43",50,anonfirstname48 anonlastname48,-,Forum: Announcements,Forum,Course module viewed,The user with id '50' viewed the 'forum' activity with course module id '97'.
"14/12/20, 00:43",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"14/12/20, 00:19",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"14/12/20, 00:19",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"14/12/20, 00:18",61,anonfirstname59 anonlastname59,anonfirstname59 anonlastname59,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '61' viewed the user report in the gradebook.
"14/12/20, 00:18",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"14/12/20, 00:13",67,anonfirstname65 anonlastname65,anonfirstname65 anonlastname65,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '67' viewed the feedback for the user with id '67' for the assignment with course module id '194'.
"14/12/20, 00:13",67,anonfirstname65 anonlastname65,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '67' has viewed the submission status page for the assignment with course module id '194'.
"14/12/20, 00:13",67,anonfirstname65 anonlastname65,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '67' viewed the course with id '6'.
"14/12/20, 00:13",67,anonfirstname65 anonlastname65,anonfirstname65 anonlastname65,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '67' viewed the feedback for the user with id '67' for the assignment with course module id '194'.
"14/12/20, 00:13",67,anonfirstname65 anonlastname65,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '67' has viewed the submission status page for the assignment with course module id '194'.
"14/12/20, 00:13",67,anonfirstname65 anonlastname65,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '67' viewed the course with id '6'.
"14/12/20, 00:07",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '66' viewed the feedback for the user with id '66' for the assignment with course module id '194'.
"14/12/20, 00:07",66,anonfirstname64 anonlastname64,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '66' has viewed the submission status page for the assignment with course module id '194'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '66' viewed the feedback for the user with id '66' for the assignment with course module id '136'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '66' has viewed the submission status page for the assignment with course module id '136'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,-,Course: Introduction to Learning Analytics 2020/2021,Assignment,Course module instance list viewed,The user with id '66' viewed the instance list for the module 'assign' in the course with id '6'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '66' viewed the course with id '6'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,anonfirstname64 anonlastname64,Assignment: Assignment 1: Working with data,Assignment,Feedback viewed,The user with id '66' viewed the feedback for the user with id '66' for the assignment with course module id '119'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,-,Assignment: Assignment 1: Working with data,Assignment,The status of the submission has been viewed.,The user with id '66' has viewed the submission status page for the assignment with course module id '119'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,-,Course: Introduction to Learning Analytics 2020/2021,Assignment,Course module instance list viewed,The user with id '66' viewed the instance list for the module 'assign' in the course with id '6'.
"14/12/20, 00:06",66,anonfirstname64 anonlastname64,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '66' viewed the course with id '6'.
"13/12/20, 23:42",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '65' viewed the overview report in the gradebook.
"13/12/20, 23:01",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"13/12/20, 23:01",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"13/12/20, 23:00",14,anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '14' viewed the overview report in the gradebook.
"13/12/20, 23:00",14,anonfirstname12 anonlastname12,anonfirstname12 anonlastname12,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '14' viewed the user report in the gradebook.
"13/12/20, 23:00",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"13/12/20, 22:59",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"13/12/20, 22:45",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"13/12/20, 22:45",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Calendar event created,The user with id '14' created the event 'e-exam' with id '12'.
"13/12/20, 22:43",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"13/12/20, 22:39",63,anonfirstname61 anonlastname61,anonfirstname61 anonlastname61,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '63' viewed the user report in the gradebook.
"13/12/20, 22:39",63,anonfirstname61 anonlastname61,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '63' viewed the course with id '6'.
"13/12/20, 22:27",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"13/12/20, 22:26",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"13/12/20, 22:26",68,anonfirstname66 anonlastname66,anonfirstname66 anonlastname66,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '68' viewed the user report in the gradebook.
"13/12/20, 22:26",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"13/12/20, 22:25",68,anonfirstname66 anonlastname66,anonfirstname66 anonlastname66,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '68' viewed the feedback for the user with id '68' for the assignment with course module id '194'.
"13/12/20, 22:25",68,anonfirstname66 anonlastname66,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '68' has viewed the submission status page for the assignment with course module id '194'.
"13/12/20, 22:25",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"13/12/20, 22:24",68,anonfirstname66 anonlastname66,-,Forum: Week 7: Bring Discussion Forward!,Forum,Discussion viewed,The user with id '68' has viewed the discussion with id '26' in the forum with course module id '162'.
"13/12/20, 22:24",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"13/12/20, 22:24",68,anonfirstname66 anonlastname66,-,Forum: Announcements,Forum,Course module viewed,The user with id '68' viewed the 'forum' activity with course module id '97'.
"13/12/20, 22:24",68,anonfirstname66 anonlastname66,-,Forum: Announcements,Forum,Discussion viewed,The user with id '68' has viewed the discussion with id '22' in the forum with course module id '97'.
"13/12/20, 22:23",68,anonfirstname66 anonlastname66,-,Forum: Announcements,Forum,Course module viewed,The user with id '68' viewed the 'forum' activity with course module id '97'.
"13/12/20, 22:23",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"13/12/20, 22:17",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '50' viewed the feedback for the user with id '50' for the assignment with course module id '136'.
"13/12/20, 22:17",50,anonfirstname48 anonlastname48,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '50' has viewed the submission status page for the assignment with course module id '136'.
"13/12/20, 22:17",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"13/12/20, 22:16",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '50' viewed the feedback for the user with id '50' for the assignment with course module id '194'.
"13/12/20, 22:16",50,anonfirstname48 anonlastname48,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '50' has viewed the submission status page for the assignment with course module id '194'.
"13/12/20, 22:15",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"13/12/20, 22:09",55,anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Feedback viewed,The user with id '55' viewed the feedback for the user with id '55' for the assignment with course module id '136'.
"13/12/20, 22:09",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '55' has viewed the submission status page for the assignment with course module id '136'.
"13/12/20, 22:08",64,anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '64' viewed the user report in the gradebook.
"13/12/20, 22:08",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,Assignment,Course module instance list viewed,The user with id '55' viewed the instance list for the module 'assign' in the course with id '6'.
"13/12/20, 22:08",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"13/12/20, 22:08",55,anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '55' viewed the feedback for the user with id '55' for the assignment with course module id '194'.
"13/12/20, 22:08",55,anonfirstname53 anonlastname53,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '55' has viewed the submission status page for the assignment with course module id '194'.
"13/12/20, 22:05",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"13/12/20, 22:02",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"13/12/20, 22:01",61,anonfirstname59 anonlastname59,-,Forum: Announcements,Forum,Discussion viewed,The user with id '61' has viewed the discussion with id '22' in the forum with course module id '97'.
"13/12/20, 22:01",61,anonfirstname59 anonlastname59,-,Forum: Announcements,Forum,Course module viewed,The user with id '61' viewed the 'forum' activity with course module id '97'.
"13/12/20, 22:01",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"13/12/20, 22:01",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"13/12/20, 21:58",61,anonfirstname59 anonlastname59,anonfirstname59 anonlastname59,Assignment: Assignment 3,Assignment,Feedback viewed,The user with id '61' viewed the feedback for the user with id '61' for the assignment with course module id '194'.
"13/12/20, 21:58",61,anonfirstname59 anonlastname59,-,Assignment: Assignment 3,Assignment,The status of the submission has been viewed.,The user with id '61' has viewed the submission status page for the assignment with course module id '194'.
"13/12/20, 21:48",5,anonfirstname3 anonlastname3,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '5' viewed the course with id '6'.
"13/12/20, 21:47",33,anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '33' viewed the user report in the gradebook.
"13/12/20, 21:47",33,anonfirstname31 anonlastname31,anonfirstname31 anonlastname31,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '33' viewed the overview report in the gradebook.
"13/12/20, 21:47",64,anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '64' viewed the user report in the gradebook.
"13/12/20, 21:47",64,anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: Introduction to Learning Analytics 2020/2021,Overview report,Grade overview report viewed,The user with id '64' viewed the overview report in the gradebook.
"13/12/20, 21:46",64,anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '64' viewed the user report in the gradebook.
"13/12/20, 21:46",64,anonfirstname62 anonlastname62,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '64' viewed the course with id '6'.
"13/12/20, 21:46",64,anonfirstname62 anonlastname62,anonfirstname62 anonlastname62,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '64' viewed the user report in the gradebook.
"13/12/20, 21:45",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Course: Introduction to Learning Analytics 2020/2021,User report,Grade user report viewed,The user with id '65' viewed the user report in the gradebook.
